time,Precipitation (mm),Wind Direction (째),Wind Speed (km/h),Pressure (hPa),Avg Temp (째F),Min Temp (째F),Max Temp (째F)
2022-12-11,0.0,1.0,4.2,1021.0,45.14,41.0,53.06
2022-12-12,0.0,359.0,7.6,1022.4,41.9,35.06,48.02
2022-12-13,0.0,354.0,1.2,1025.7,39.02,30.92,44.96
2022-12-14,0.8,3.0,1.8,1022.2,34.7,26.96,41.0
2022-12-15,39.8,24.0,9.1,1014.2,37.04,33.98,41.0
2022-12-16,0.0,283.0,5.6,1008.1,43.7,37.94,51.08
2022-12-17,0.0,298.0,6.8,1010.4,42.62,37.94,48.92
2022-12-18,0.0,313.0,6.8,1017.3,38.66,30.92,42.98
2022-12-19,0.0,294.0,4.1,1027.6,33.98,26.96,41.0
2022-12-20,0.0,348.0,2.7,1031.5,31.46,23.0,41.0
2022-12-21,0.0,23.0,3.4,1031.1,33.8,24.98,46.94
2022-12-22,41.4,6.0,7.0,1017.0,38.48,33.98,42.98
2022-12-23,1.3,242.0,18.2,1000.9,27.68,10.94,44.96
2022-12-24,0.0,225.0,11.7,1013.7,16.16,6.08,24.08
2022-12-25,0.0,219.0,11.4,1016.2,26.78,19.94,35.06
2022-12-26,0.0,198.0,6.9,1023.8,28.76,19.04,35.06
2022-12-27,0.0,18.0,2.9,1025.1,35.78,26.96,46.94
2022-12-28,0.0,222.0,7.0,1025.9,37.4,24.08,53.96
2022-12-29,0.0,218.0,8.3,1025.8,45.14,32.0,64.04
2022-12-30,0.0,212.0,11.5,1024.0,51.8,37.94,68.0
2022-12-31,6.2,202.0,7.8,1015.0,55.4,51.98,57.92
2023-01-01,0.0,231.0,6.5,1015.5,58.1,50.0,69.08
2023-01-02,0.0,197.0,7.2,1019.3,57.38,46.94,68.0
2023-01-03,0.0,197.0,17.0,1013.8,61.52,53.96,69.98
2023-01-04,3.3,192.0,13.0,1010.1,61.34,57.02,64.94
2023-01-05,0.0,272.0,4.8,1013.0,56.3,50.0,66.02
2023-01-06,0.0,311.0,6.0,1018.5,46.76,39.92,51.98
2023-01-07,0.0,331.0,3.0,1024.1,41.72,33.08,53.06
2023-01-08,5.9,215.0,5.6,1025.1,34.16,28.04,39.02
2023-01-09,0.0,298.0,7.2,1017.0,42.44,33.08,55.04
2023-01-10,0.0,6.0,3.1,1017.9,38.12,30.92,48.02
2023-01-11,1.1,12.0,5.0,1020.9,36.32,26.96,44.96
2023-01-12,6.1,357.0,2.9,1013.6,43.52,37.04,51.08
2023-01-13,3.3,308.0,13.6,1005.7,49.28,41.0,53.06
2023-01-14,0.0,341.0,13.2,1012.8,37.94,33.98,42.08
2023-01-15,0.0,324.0,9.1,1019.0,38.66,32.0,48.92
2023-01-16,0.0,300.0,3.6,1016.1,46.58,33.08,60.98
2023-01-17,4.1,196.0,11.1,1007.3,46.76,41.0,53.06
2023-01-18,0.0,196.0,10.8,1012.1,57.2,44.96,68.0
2023-01-19,1.2,11.0,4.0,1010.4,44.6,42.98,46.94
2023-01-20,0.0,296.0,13.7,1011.6,48.02,41.0,55.04
2023-01-21,0.0,359.0,2.6,1022.1,41.36,35.06,48.92
2023-01-22,3.8,355.0,4.2,1015.3,35.96,30.92,39.92
2023-01-23,2.0,313.0,7.3,1011.0,40.82,35.96,50.0
2023-01-24,0.0,194.0,6.9,1023.1,40.82,28.94,53.96
2023-01-25,15.0,33.0,9.4,1014.3,37.4,35.06,39.02
2023-01-26,0.0,256.0,8.7,1009.6,44.42,37.94,50.0
2023-01-27,0.0,251.0,7.2,1020.6,38.66,33.98,46.04
2023-01-28,0.0,195.0,11.6,1025.0,44.78,33.08,60.08
2023-01-29,1.6,197.0,12.2,1023.0,44.06,39.92,48.02
2023-01-30,0.0,288.0,6.0,1020.4,50.36,42.08,60.98
2023-01-31,6.7,60.0,10.8,1020.8,43.52,37.04,51.08
2023-02-01,3.9,32.0,5.6,1024.5,35.78,33.08,37.94
2023-02-02,0.0,150.0,5.5,1020.7,36.5,33.98,39.92
2023-02-03,0.0,315.0,12.6,1020.5,35.78,21.92,42.98
2023-02-04,0.0,176.0,11.0,1033.9,26.78,15.98,35.96
2023-02-05,0.0,199.0,16.0,1021.5,42.8,30.92,55.94
2023-02-06,0.0,346.0,8.7,1018.9,48.38,37.04,59.0
2023-02-07,0.0,227.0,9.7,1024.5,44.06,30.02,57.02
2023-02-08,0.0,356.0,6.1,1022.4,56.66,44.96,69.08
2023-02-09,0.0,213.0,14.8,1017.2,60.62,51.08,71.96
2023-02-10,0.0,279.0,11.8,1016.2,59.0,50.0,66.02
2023-02-11,0.0,13.0,6.4,1024.7,47.84,41.0,55.04
2023-02-12,30.0,12.0,10.9,1014.3,38.66,35.96,42.08
2023-02-13,0.8,265.0,9.7,1007.4,48.92,39.92,57.02
2023-02-14,0.0,164.0,7.6,1017.7,53.78,37.04,64.94
2023-02-15,0.7,196.0,16.0,1016.9,58.28,48.02,73.94
2023-02-16,2.8,271.0,5.6,1014.9,57.38,51.98,62.06
2023-02-17,7.7,268.0,13.5,1009.4,54.14,37.04,62.96
2023-02-18,0.0,281.0,7.8,1027.9,39.92,30.92,51.08
2023-02-19,0.0,195.0,20.8,1021.3,50.18,37.04,64.04
2023-02-20,0.0,204.0,11.8,1008.0,54.5,46.04,64.94
2023-02-21,0.0,290.0,10.8,1005.1,57.02,44.96,69.08
2023-02-22,5.2,8.0,4.0,1014.6,49.82,42.98,55.94
2023-02-23,0.0,248.0,8.8,1011.7,64.22,46.04,80.96
2023-02-24,0.0,324.0,13.2,1024.1,59.9,44.96,69.08
2023-02-25,0.8,19.0,3.5,1026.0,37.94,30.92,41.0
2023-02-26,0.0,230.0,11.0,1014.6,48.02,33.08,68.0
2023-02-27,5.8,327.0,6.3,1008.8,46.76,39.92,51.98
2023-02-28,0.0,34.0,6.9,1006.0,50.36,44.06,62.06
2023-12-01,1.1,204.0,9.7,1019.2,44.42,35.6,48.92
2023-12-02,3.3,326.0,5.0,1015.7,51.8,46.04,60.08
2023-12-03,12.3,313.0,6.3,1007.0,59.36,53.96,66.92
2023-12-04,0.0,344.0,3.7,1011.0,51.62,44.96,57.92
2023-12-05,0.8,4.0,4.8,1016.2,42.62,33.08,51.08
2023-12-06,0.1,341.0,8.7,1018.2,42.62,39.02,48.92
2023-12-07,0.0,212.0,9.7,1018.6,40.82,32.0,48.92
2023-12-08,0.0,0.0,3.0,1019.8,45.14,33.98,60.98
2023-12-09,0.0,308.0,4.5,1019.9,47.3,33.98,59.0
2023-12-10,33.3,200.0,11.5,1010.3,57.38,44.06,60.08
2023-12-11,7.0,297.0,7.7,1017.3,41.54,33.98,48.02
2023-12-12,0.0,218.0,7.6,1030.2,39.56,30.92,51.08
2023-12-13,0.0,305.0,7.5,1033.9,47.66,39.92,57.92
2023-12-14,0.0,256.0,5.7,1038.0,39.2,26.96,51.08
2023-12-15,0.0,280.0,5.1,1032.7,45.68,32.0,64.04
2023-12-16,0.0,9.0,2.8,1030.1,44.42,32.0,59.0
2023-12-17,20.2,2.0,6.6,1015.1,46.94,41.0,53.06
2023-12-18,1.6,302.0,14.4,998.3,50.54,37.94,55.94
2023-12-19,0.0,305.0,9.5,1020.2,38.3,32.0,44.96
2023-12-20,0.0,229.0,3.8,1030.5,37.4,26.06,51.08
2023-12-21,0.0,5.0,1.7,1030.2,37.94,26.96,51.98
2023-12-22,0.0,352.0,1.1,1029.6,39.74,30.02,51.08
2023-12-23,0.0,0.0,0.0,1029.1,39.38,32.0,48.92
2023-12-24,0.0,353.0,1.2,1028.2,42.44,33.98,51.98
2023-12-25,1.6,8.0,2.1,1027.5,44.24,33.98,55.94
2023-12-26,7.6,22.0,6.7,1023.1,48.92,46.94,51.08
2023-12-27,11.2,23.0,8.3,1012.2,51.98,50.0,55.04
2023-12-28,0.0,252.0,5.0,1006.6,51.8,42.08,60.98
2023-12-29,3.2,340.0,2.8,1007.4,43.7,37.94,50.0
2023-12-30,0.0,255.0,6.5,1009.9,42.26,35.96,50.0
2023-12-31,0.0,238.0,6.3,1015.8,41.36,30.02,51.08
2024-01-01,0.0,298.0,8.0,1017.1,41.36,37.04,44.96
2024-01-02,0.0,325.0,7.1,1020.2,41.54,35.06,50.0
2024-01-03,0.0,357.0,2.5,1017.3,37.58,26.96,46.04
2024-01-04,0.4,335.0,9.6,1018.8,40.82,33.98,46.04
2024-01-05,0.0,213.0,6.4,1025.7,33.26,21.92,42.98
2024-01-06,18.3,2.0,5.0,1011.8,34.88,32.0,37.94
2024-01-07,0.0,284.0,7.5,1009.5,41.18,30.02,53.06
2024-01-08,0.0,267.0,6.1,1027.5,42.26,37.04,48.02
2024-01-09,61.7,347.0,8.9,1007.2,42.8,35.96,53.06
2024-01-10,0.0,229.0,11.6,999.4,45.5,37.04,51.08
2024-01-11,0.0,210.0,8.5,1012.5,43.7,33.98,57.02
2024-01-12,16.7,38.0,7.7,1012.8,42.98,32.0,51.98
2024-01-13,0.0,240.0,13.3,1000.7,42.8,33.08,50.0
2024-01-14,0.0,255.0,14.3,1015.4,38.48,32.0,50.0
2024-01-15,6.3,14.0,3.0,1021.9,30.02,28.04,33.08
2024-01-16,3.8,343.0,7.3,1013.2,28.76,21.02,35.96
2024-01-17,0.0,227.0,10.1,1020.0,23.36,15.98,30.92
2024-01-18,0.0,353.0,3.0,1019.6,30.74,21.92,39.92
2024-01-19,2.9,340.0,7.7,1011.4,32.54,28.94,37.94
2024-01-20,0.0,311.0,9.9,1022.2,25.34,19.04,30.02
2024-01-21,0.0,329.0,9.2,1032.7,27.68,19.94,37.04
2024-01-22,0.0,268.0,5.1,1034.9,31.46,17.06,44.06
2024-01-23,0.0,349.0,4.0,1031.6,40.82,28.04,53.06
2024-01-24,0.1,354.0,2.0,1028.4,46.04,39.92,51.08
2024-01-25,4.7,204.0,9.1,1019.9,61.52,50.0,68.0
2024-01-26,0.3,243.0,9.9,1015.7,69.08,60.08,80.06
2024-01-27,2.5,25.0,6.3,1019.5,55.76,46.04,62.96
2024-01-28,21.8,34.0,9.4,1006.8,46.04,44.06,50.0
2024-01-29,0.0,340.0,9.6,1013.4,47.12,39.92,55.04
2024-01-30,0.0,344.0,5.5,1019.8,38.84,28.04,46.04
2024-01-31,0.0,34.0,6.1,1018.5,41.0,37.94,48.02
2024-02-01,0.0,221.0,8.0,1016.0,44.96,33.08,59.0
2024-02-02,0.0,318.0,9.3,1012.8,50.18,46.04,55.04
2024-02-03,0.0,29.0,4.3,1017.7,43.7,35.06,55.04
2024-02-04,0.0,20.0,3.2,1015.4,41.72,28.94,55.04
2024-02-05,0.0,30.0,6.1,1012.8,41.9,28.94,55.94
2024-02-06,0.0,21.0,9.3,1020.3,38.66,28.94,48.02
2024-02-07,0.0,10.0,2.5,1025.4,39.02,26.06,53.96
2024-02-08,0.0,220.0,8.1,1024.2,43.88,30.92,60.98
2024-02-09,0.0,193.0,12.8,1017.2,55.04,46.04,66.02
2024-02-10,0.2,198.0,11.4,1012.6,56.66,51.08,62.06
2024-02-11,7.6,30.0,7.0,1012.0,54.32,50.0,57.92
2024-02-12,2.8,37.0,7.2,1009.2,49.64,46.94,51.08
2024-02-13,16.3,347.0,13.5,1005.3,45.5,39.92,51.08
2024-02-14,0.0,4.0,6.0,1019.0,44.6,35.96,55.04
2024-02-15,0.0,261.0,9.8,1018.3,43.34,28.04,57.02
2024-02-16,0.0,350.0,8.3,1012.8,48.92,42.98,55.04
2024-02-17,4.3,337.0,11.1,1011.7,37.04,28.04,42.98
2024-02-18,0.0,235.0,8.5,1014.5,39.2,28.04,51.98
2024-02-19,0.0,37.0,3.5,1021.0,42.08,28.94,53.96
2024-02-20,0.0,36.0,3.5,1028.1,39.92,26.96,51.98
2024-02-21,0.0,14.0,2.7,1026.9,40.1,28.94,51.98
2024-02-22,0.0,242.0,7.1,1012.1,44.6,33.08,60.08
2024-02-23,3.2,179.0,7.4,999.6,49.64,42.08,51.98
2024-02-24,7.2,4.0,8.0,1007.2,44.6,35.06,51.08
2024-02-25,0.0,215.0,9.2,1019.5,38.66,28.94,48.92
2024-02-26,0.0,176.0,10.2,1015.7,50.54,35.96,66.92
2024-02-27,2.7,192.0,17.9,1011.8,53.24,46.94,57.92
2024-02-28,7.4,207.0,19.6,1007.3,57.92,41.0,64.94
2024-12-01,0.0,245.0,7.6,1020.1,35.42,26.06,44.96
2024-12-02,0.0,338.0,5.7,1024.2,31.1,26.06,37.94
2024-12-03,0.0,308.0,6.0,1028.3,30.74,23.0,39.92
2024-12-04,0.0,209.0,15.3,1020.1,32.9,23.0,39.92
2024-12-05,0.0,283.0,15.3,1012.9,33.98,24.08,39.92
2024-12-06,0.0,326.0,7.6,1024.4,28.58,24.08,35.96
2024-12-07,0.0,213.0,8.8,1022.7,30.74,21.02,39.02
2024-12-08,0.0,211.0,13.6,1013.8,50.36,35.06,59.0
2024-12-09,2.3,195.0,12.0,1013.8,48.92,39.38,57.02
2024-12-10,,328.0,3.9,1014.5,47.12,42.08,53.06
2024-12-11,19.3,,12.8,1005.7,52.16,35.06,60.08
2024-12-12,0.0,,7.4,1023.6,37.76,32.0,44.06
2024-12-13,0.0,22.0,6.7,1036.8,33.08,24.98,42.98
2024-12-14,0.0,25.0,4.2,1044.0,31.64,26.06,37.04
2024-12-15,6.1,6.0,2.6,1038.1,34.34,33.08,35.96
2024-12-16,3.2,353.0,2.4,1026.9,39.74,35.96,44.96
2024-12-17,0.0,215.0,8.7,1021.9,52.7,42.98,64.94
2024-12-18,3.4,343.0,5.6,1020.6,44.6,32.0,51.98
2024-12-19,0.0,25.0,7.8,1023.7,41.72,33.98,48.92
2024-12-20,0.0,12.0,2.8,1015.8,37.76,33.08,44.06
2024-12-21,0.0,329.0,10.6,1022.2,34.52,28.04,37.94
2024-12-22,0.0,9.0,6.0,1031.6,27.14,21.92,33.98
2024-12-23,0.0,191.0,5.1,1034.1,26.06,17.06,35.06
2024-12-24,0.8,334.0,4.6,1026.2,31.28,24.08,37.04
2024-12-25,0.0,15.0,2.2,1027.6,39.02,35.06,44.06
2024-12-26,0.0,32.0,5.2,1029.2,38.48,32.0,46.04
2024-12-27,0.5,356.0,1.9,1028.8,37.04,32.0,42.98
2024-12-28,17.0,236.0,4.4,1023.4,43.7,37.94,48.92
2024-12-29,12.4,186.0,14.2,1011.9,56.3,48.92,64.94
2024-12-30,0.0,237.0,7.6,1008.1,51.62,44.06,57.92
2024-12-31,5.0,351.0,4.0,1006.1,43.88,33.98,55.04
2025-01-01,0.0,301.0,10.9,1010.4,44.96,37.94,48.92
2025-01-02,0.0,264.0,7.8,1020.8,36.5,30.02,42.08
2025-01-03,0.0,251.0,12.7,1016.3,34.52,28.04,44.06
2025-01-04,0.0,303.0,11.6,1019.8,28.4,23.0,33.98
2025-01-05,2.0,212.0,7.5,1021.6,29.3,19.94,37.04
2025-01-06,18.1,31.0,9.9,1009.5,27.86,26.06,28.94
2025-01-07,0.0,316.0,10.3,1019.0,28.76,24.98,35.06
2025-01-08,0.0,293.0,10.0,1020.3,25.34,19.04,33.08
2025-01-09,0.0,306.0,12.5,1018.7,27.68,23.0,33.08
2025-01-10,0.7,205.0,6.2,1016.6,26.6,19.04,33.08
2025-01-11,1.4,302.0,9.0,1006.2,30.92,23.0,39.92
2025-01-12,0.0,270.0,5.7,1018.0,30.74,24.08,37.94
2025-01-13,0.0,214.0,8.1,1017.0,36.5,24.08,46.94
2025-01-14,0.0,261.0,8.8,1019.8,33.44,28.04,37.94
2025-01-15,0.0,331.0,5.7,1026.9,24.98,19.04,32.0
2025-01-16,0.0,219.0,10.7,1015.2,31.46,19.04,44.06
2025-01-17,0.0,256.0,7.0,1018.7,37.04,30.02,44.06
2025-01-18,0.6,203.0,7.9,1011.4,36.86,30.92,44.96
2025-01-19,3.9,355.0,8.4,1009.4,34.52,28.04,37.04
2025-01-20,0.0,332.0,7.8,1027.2,22.28,15.08,28.04
2025-01-21,0.0,104.0,5.0,1033.5,16.34,12.02,19.94
2025-01-22,0.0,19.0,5.7,1032.0,16.88,12.02,23.0
2025-01-23,0.0,288.0,4.9,1024.7,21.38,6.98,35.6
2025-01-24,0.0,298.0,4.9,1023.3,30.2,23.0,37.94
2025-01-25,0.0,207.0,9.8,1027.1,30.92,15.98,42.98
2025-01-26,0.0,216.0,9.3,1022.7,41.72,30.92,51.08
2025-01-27,0.0,261.0,6.3,1015.4,41.9,33.08,51.08
2025-01-28,0.0,221.0,13.1,1006.5,46.04,37.04,55.04
2025-01-29,0.0,257.0,14.6,1005.5,51.44,42.08,62.96
2025-01-30,2.0,229.0,7.6,1021.0,45.14,33.98,55.04
2025-01-31,24.0,191.0,11.5,1012.0,46.58,42.98,51.08
2025-02-01,0.0,10.0,10.4,1018.7,45.32,30.92,51.98
2025-02-02,0.0,71.0,7.6,1028.6,32.36,26.06,39.02
2025-02-03,0.0,211.0,8.7,1018.0,43.88,30.02,57.92
2025-02-04,0.0,330.0,12.0,1015.7,55.76,37.94,69.08
2025-02-05,0.0,47.0,8.3,1026.9,35.96,32.0,39.02
2025-02-06,23.3,201.0,10.9,1015.4,39.38,30.92,50.0
2025-02-07,0.0,239.0,7.1,1016.4,50.54,39.92,57.92
2025-02-08,6.7,88.0,8.0,1021.2,34.34,32.0,39.02
2025-02-09,0.0,22.0,8.5,1017.8,42.08,33.98,53.06
2025-02-10,0.0,24.0,4.6,1028.6,37.22,30.02,46.04
2025-02-11,16.9,11.0,4.1,1026.7,29.66,28.94,32.0
2025-02-12,12.5,26.0,6.6,1020.8,30.74,28.94,32.0
2025-02-13,8.0,269.0,8.4,1016.2,40.46,32.0,57.02
2025-02-14,0.0,359.0,5.1,1034.1,36.14,28.94,44.96
2025-02-15,16.1,179.0,8.2,1023.7,34.34,32.0,37.04
2025-02-16,11.4,230.0,16.1,1000.2,42.26,35.06,60.98
2025-02-17,0.0,279.0,11.9,1016.7,35.24,30.92,42.08
2025-02-18,0.0,333.0,5.9,1023.7,32.72,24.98,42.98
2025-02-19,2.0,41.0,7.1,1027.1,20.12,17.96,24.08
2025-02-20,0.5,345.0,8.1,1020.5,23.72,21.02,28.94
2025-02-21,0.0,313.0,9.3,1028.5,29.66,23.0,39.92
2025-02-22,0.0,223.0,6.8,1027.9,31.1,17.96,42.98
2025-02-23,0.0,315.0,4.4,1020.7,39.2,26.06,51.08
2025-02-24,0.0,333.0,6.6,1016.6,43.34,26.06,57.92
2025-02-25,0.0,280.0,6.0,1009.1,52.52,37.04,68.0
2025-02-26,0.0,189.0,9.0,1012.8,52.34,33.98,68.0
2025-02-27,0.0,231.0,12.0,1006.9,56.3,48.02,64.94
2025-02-28,0.0,238.0,14.1,1008.8,48.38,42.08,55.94
